user_id,1,18,30,43,47,66,71,73,131,185,186,187,189,205,226,227,240,889,1195,1292,1519,1575,1689,2025,2026,2104,2129,2167,2251,2418,2494,2508,2608,2904,2963,2993,3229,3464,3467,3503,3654,3673,3702,3782,3783,3958,4063,4081,4224,4280,4282,4654,4725,4744,4999,5081,5150,5204,5205,5300,5356,5597,5630,5681,5682,5781,5909,5958,6023,6166,6201,6205,6324,6500,6512,6547,6573,6574,6675,6712,6746,6880,6956,7054,7088,7148,7593,7647,7674,7817,8074,8407,8424,8525,8630,8675,8769,8795,8841,8876,9041,9253,9367,9379,9863,9919,9989,10030,10079,10080,10087,10110,10165,10187,10213,10379,10396,10397,10464,10521,10568,10578,10588,10611,10620,10711,10719,10721,10790,11079,11111,11433,11499,11597,11617,11633,11741,11761,11785,11843,11887,12189,12291,12467,12549,13161,13331,13367,13535,13601,13655,13663,13759,14075,14199,14227,14345,14467,14741,14807,14811,14813,14967,15059,15225,15315,15379,15451,15583,15735,15809,16009,16011,16067,16592,16732,16742,16918,17074,17729,17895,18095,18119,18139,18153,18277,18465,18677,18897,19163,19221,19363,19815,20031,20507,20541,20709,20787,20847,21431,21473,21863,22147,22199,22507,22535,22729,22789,22865,23121,23199,23273,23277,23289,23755,23847,24031,24439,24455,24703,24765,25099,25157,25183,25397,25835,26243,26443,27387,27787,27821,27831,28025,28171,28221,28223,28297,28387,28617,28677,28819,28907,28979,28999,29093,29095,29758,29785,29786,29803,30015,30240,30276,30296,30307,30503,30727,30831,31043,31240,31376,31404,31442,31645,31646,31741,31798,31845,31952,31953,32071,32086,32093,32189,32281,32282,32323,32542,32603,32648,32828,32901,32937,32949,32951,32998,33028,33094,33206,33241,33487,33506,33731,33988,34103,34451,34542,34618,34881,34902,35240,35507,35788,35790,35968,36038,36220,36296,36407,37450,37497,37982,38186,38759,38787
3,9,8,8,8,9,9,7,8,8,7,8,8,7,9,9,8,8,9,7,8,9,8,8,7,7,8,7,8,9,8,7,8,8,8,7,7,7,7,7,7,8,7,8,8,8,8,7,8,8,8,8,7,7,7,6,8,8,7,10,8,7,7,8,9,8,9,8,8,6,7,6,6,6,6,7,8,7,8,9,7,8,7,7,8,7,7,6,8,8,7,7,8,7,8,7,8,7,8,7,8,7,9,7,7,9,8,8,9,6,8,8,7,9,8,7,8,8,7,8,7,8,6,8,7,8,8,7,8,8,7,8,9,7,8,7,7,9,7,7,8,8,8,7,7,7,7,7,7,8,9,7,7,8,8,6,9,8,8,8,9,7,8,8,8,7,8,7,8,7,7,8,8,7,9,8,7,7,9,8,7,10,7,8,7,8,7,8,7,8,7,8,9,8,7,8,7,7,7,8,6,8,7,8,7,8,8,7,8,7,6,8,8,7,8,7,8,8,7,7,8,7,7,7,7,6,8,7,6,7,7,8,7,8,8,6,7,8,7,7,7,7,8,7,8,8,8,3,7,7,8,8,8,8,7,7,8,8,9,7,9,7,7,7,7,9,8,8,6,7,8,7,8,8,8,9,8,7,8,7,8,8,6,8,8,7,8,8,7,8,7,7,8,8,8,8,9,8,7,8,8,8,8,9,9,9,7,8,9,6,9,9,7,7,7,7
