user_id,1,6,19,20,30,32,33,120,121,145,164,199,205,226,227,232,245,339,392,431,437,512,513,523,530,585,597,759,777,849,853,934,974,1430,1535,1575,1829,1887,1889,1943,2001,2167,2236,2251,2593,2904,2966,3455,3457,3470,3588,3652,4059,4181,4224,4654,4752,4898,4983,5081,5114,5341,5680,5681,6347,6547,6702,6746,6811,6880,7054,7311,7645,7724,7785,7791,8074,8129,8516,8525,8769,8795,9253,9260,9617,9756,9919,9989,10087,10161,10165,10408,10490,10620,11013,11061,11135,11499,11597,11617,11737,11741,11757,11981,12291,12355,13601,13759,14227,14349,14713,14719,14741,14813,15051,15225,15315,15451,15583,15689,15809,16067,16417,16419,16498,16592,16664,16782,17074,17265,17895,18139,18153,18229,18507,18671,18679,18897,19111,19163,19815,20159,20507,20583,20899,21557,21855,21881,21995,22043,22135,22147,22199,22297,22319,22535,22789,23199,23251,23273,23283,23289,23673,23755,23847,24439,24703,24765,24833,25013,25157,25681,25777,25835,26055,26243,26349,27787,27831,27833,27899,27989,28025,28171,28223,28297,28623,28675,28677,28701,28735,28825,28851,28891,28927,28999,29067,29785,29786,29803,30014,30015,30123,30205,30240,30276,30296,30346,30370,30503,30654,30709,30831,30911,31043,31173,31181,31229,31240,31339,31404,31442,31478,31564,31580,31598,31636,31646,31716,31722,31757,31758,31798,31933,31952,31953,31964,31988,32093,32105,32175,32182,32189,32262,32268,32281,32282,32526,32542,32607,32615,32648,32681,32686,32729,32827,32867,32899,32901,32902,32935,32937,32949,32951,32962,32995,33003,33010,33028,33095,33206,33253,33255,33352,33354,33433,33486,33487,33489,33506,33731,33926,33988,34103,34126,34240,34262,34389,34451,34537,34577,34599,34612,34618,34712,34798,34822,34881,34902,34914,34933,34934,35062,35073,35076,35078,35120,35180,35247,35330,35557,35608,35756,35777,35790,35838,35839,35847,35848,35860,35889,35968,36038,36266,36296,36456,36470,36563,36593,36649,36652,36873,36884,36896,36904,36999,37141,37208,37407,37426,37430,37435,37450,37510,37517,37520,37521,37569,37675,37779,37786,37965,37972,37975,37976,37985,37991,37999,38000,38249,38408,38450,38472,38668,38671,38680,38691,38759,38815,38883,38993,39195,39463,39468,39533,39534,39547,39587,39792,40010,40052,40060,40215,40221,40262,40417,40542,40591,40716,40776,40815,41120,41168,41353,41619
44,9,8,8,5,9,10,8,6,7,8,8,8,8,3,10,9,7,8,8,8,8,7,8,6,6,7,6,7,7,6,7,8,7,8,7,7,4,9,8,8,10,8,7,8,5,7,7,5,3,6,6,7,7,9,8,8,2,4,6,9,9,8,8,8,5,7,4,6,7,4,4,8,10,5,8,9,6,8,4,6,3,7,10,7,7,8,4,6,7,3,8,7,3,4,5,9,6,6,6,6,5,7,1,5,7,9,8,6,5,6,6,7,6,6,5,6,5,6,4,6,6,5,8,4,5,5,8,7,8,6,4,7,5,7,5,4,8,7,6,3,5,5,6,8,5,5,8,1,6,3,8,4,3,7,4,6,8,6,4,5,5,8,4,5,7,6,5,5,8,8,3,7,6,9,7,5,7,5,5,5,2,7,7,5,7,6,2,5,6,6,8,5,8,8,4,5,6,5,6,5,7,5,7,3,7,8,5,8,6,5,10,7,7,5,5,7,8,3,5,6,4,4,5,5,7,4,3,9,3,4,9,8,4,9,4,5,7,8,6,2,6,7,4,5,6,7,5,4,6,5,5,5,8,4,4,5,6,5,2,6,8,7,6,3,3,6,4,3,5,8,8,7,8,6,7,3,7,3,7,5,5,5,6,5,3,6,4,6,7,8,4,7,7,5,4,7,4,3,7,6,5,4,6,4,4,6,8,9,9,7,8,5,7,7,5,8,7,6,7,6,5,6,6,6,7,7,6,6,7,6,6,6,6,5,7,8,7,8,7,6,8,5,3,8,6,7,8,4,4,7,7,8,5,5,6,7,8,7,6,6,6,8,5,7,5,7,6,5,6,7,6,8,5,7,7,6,6,6,8,7,8,7,7,6,6,6,7,7,7,6,8,6,5,5,7
